,image,proposed manus
344,P94-Fg045-R-C01-R01-D11062015-T125539-LR445 _PSC,"['4Q13', '4Q32', '4Q266', '4Q418', '4Q267', '4Q419', '4Q502', '4Q510', '4Q419', '4Q269', '4Q178', '4Q42', '4Q57', '4Q538', '4Q82', '4Q51', '4Q197', '4Q51', '4Q10', '4Q394']"
345,P92-Fg024-R-C01-R01-D07052015-T105731-LR445 _PSC,"['4Q30', '4Q381', '4Q103', '4Q394', '4Q530', '4Q23', '4Q34', '4Q531', '4Q525', '4Q388', '4Q176', '4Q421', '4Q477', '4Q307', '4Q141', '4Q536', '4Q550', '4Q404', '4Q418', '4Q221']"
346,P79-Fg064-R-C01-R01-D24072014-T142426-LR445 _PSC,"['4Q216', '4Q30', '4Q416', '4Q256', '4Q418', '11Q18', '11Q17', '4Q34', '4Q242', '4Q60', '4Q436', 'Mas 1b', '4Q525', '11Q18', '4Q402', '4Q545', '4Q299', '4Q51', '4Q103', '4Q141']"
347,P96-Fg014-R-C01-R01-D11082015-T103911-LR445 _PSC,"['4Q365', '4Q59', '4Q27', '4Q243', '4Q27', '4Q531', '4Q364', '4Q178', '4Q405', '4Q364', '4Q23', '4Q51', '4Q167', '4Q51', '4Q381', '4Q243', '4Q23', '4Q385', '4Q113', '4Q158']"
348,P95-Fg026-R-C01-R01-D05072015-T154306-LR445 _PSC,"['4Q42', '11Q18', '4Q418', '4Q197', '4Q423', '4Q267', '11Q18', '4Q266', '4Q282', '4Q418', '4Q510', '4Q423', '4Q458', 'WD28', '4Q402', '4Q65', '4Q30', '4Q13', '4Q242', '2Q2']"
349,P43-Fg056-R-C01-R01-D03122015-T120453-LR445 _PSC,"['4Q418', '4Q418', '4Q37', '4Q418', '4Q23', '4Q418', '4Q418', '4Q299', '4Q381', '4Q418', '4Q197', '4Q394', '4Q299', '4Q205', '4Q200', '4Q242', '4Q531', '4Q531', '4Q37', '4Q573']"
350,P95-Fg046-R-C01-R01-D06072015-T125646-LR445 _PSC,"['4Q10', '4Q266', '4Q267', '4Q158', '4Q51', '4Q267', '4Q538', '4Q234', '4Q269', '4Q216', '4Q27', '4Q32', '4Q267', '4Q80', '4Q51', '4Q524', '4Q57', '4Q227', '4Q51', '4Q381']"
351,P93-Fg037-R-C01-R01-D27052015-T110202-LR445 _PSC,"['4Q531', '11Q6', '4Q23', 'Mas 1b', '4Q103', '4Q421', '4Q176', '4Q13', '4Q550', '4Q531', '4Q82', '4Q305', '4Q392', '4Q536', '4Q394', '4Q30', '4Q34', '4Q23', '4Q525', '4Q388']"
352,P91-Fg023-R-C01-R01-D29032015-T125703-LR445 _PSC,"['4Q419', '4Q33', '4Q49', '4Q38', '4Q422', '4Q404', '4Q321', '4Q26', '11Q17', '2Q33', '4Q52', '4Q55', '4Q550', '4Q57', '4Q410', '4Q545', '4Q404', '4Q557', '4Q33', '4Q286']"
353,P8-Fg011-R-C01-R01-D22062015-T112357-LR445 _PSC,"['4Q502', '4Q432', '4Q502', '4Q382', '4Q245', '4Q418', '4Q224', '4Q418', '6Q18', '4Q53', '4Q196', '4Q541', '6Q18', '4Q223', '4Q176', '4Q380', '4Q418', '4Q224', '4Q418', '4Q265']"
354,P73-Fg007-R-C01-R01-D20082015-T095302-LR445 _PSC,"['4Q51', '4Q51', '4Q429', '4Q521', '4Q167', '4Q17', '4Q51', '4Q537', '4Q23', '4Q33', '4Q522', '4Q27', '4Q63', '4Q81', '4Q27', '4Q39', '4Q38d', '4Q9999', '11Q17', '4Q379']"
355,P82-Fg058-R-C01-R01-D13102013-T095026-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q381', '4Q381', '4Q158', '4Q286', '4Q267', '4Q39', '4Q423', '4Q266', '4Q521', '4Q80', '4Q167', '4Q57', '4Q39', '4Q267', '4Q286', '4Q80', '4Q458', '4Q51', '4Q374', '4Q287']"
356,P615-Fg009-R-C01-R01-D26112013-T111830-LR445 _ColorCalData_IAA_Left_CC110304_110702,"['4Q266', '4Q521', '4Q85', '2Q13', '4Q390', '3Q8', '4Q51', '4Q23', '11Q10', '4Q536', '4Q173', '4Q57', '11Q13', '4Q83', '4Q424', '4Q51', '4Q111', '4Q87', '4Q47', '4Q266']"
357,P7-Fg066-R-C01-R01-D30032016-T142735-LR445 _PSC,"['4Q558', 'MUR48', '4Q519', '4Q558', '4Q519', '4Q519', '4Q558', '4Q382', '6Q9', '6Q9', '4Q302', 'MUR115', '4Q196', '4Q519', '4Q196', '4Q196', '4Q502', '4Q500', '4Q382', 'MUR48']"
358,P69-Fg001-R-C01-R01-D23122015-T131237-LR445 _PSC,"['4Q23', '4Q404', '4Q42', '11Q7', '4Q404', '4Q550', 'Mas 1b', '4Q381', '4Q27', '4Q30', '4Q27', '4Q60', '4Q266', '4Q55', '11Q17', '4Q60', '4Q418', '4Q533', '4Q103', '4Q400']"
359,P613-Fg009-R-C01-R01-D20112013-T101232-LR445 _ColorCalData_IAA_Left_CC110304_110702,"['3Q6', '4Q54', '4Q23', '2Q1', '4Q525', '4Q51', '4Q381', '4Q80', '2Q2', '4Q261', '6Q14', '4Q563', '4Q525', '4Q51', '4Q267', '4Q214', '4Q167', '6Q14', '4Q51', '4Q57']"
360,P92-Fg038-R-C01-R01-D07052015-T160715-LR445 _PSC,"['4Q421', '4Q261', '4Q410', '4Q174', '4Q203', '4Q58', '4Q405', '4Q419', '4Q258', '4Q57', '4Q57', '4Q450', '4Q32', '4Q282', '4Q47', '4Q57', '4Q57', '4Q177', '4Q531', '4Q284']"
361,P75-Fg036-R-C01-R01-D30072014-T110507-LR445 _PSC,"['4Q264', '4Q47', '4Q60', '4Q174', '4Q51', '4Q103', '4Q531', '4Q62', '4Q30', '4Q421', '4Q258', '4Q402', '4Q299', '4Q27', '4Q57', '4Q58', '4Q111', '4Q410', '4Q177', '4Q299']"
362,P95-Fg069-R-C01-R01-D07072015-T122651-LR445 _PSC,"['4Q39', '4Q57', '4Q521', '4Q379', '4Q381', '4Q158', '4Q287', '4Q51', '4Q39', '4Q38d', '4Q47', '4Q23', '4Q51', '4Q51', '4Q403', '4Q27', '4Q286', '4Q286', '4Q167', '4Q381']"
363,P74-Fg035-R-C01-R01-D09082015-T101229-LR445 _PSC,"['4Q51', '4Q174', '4Q282', '4Q58', '4Q410', '4Q423', '4Q261', '4Q264', '4Q416', '4Q419', '4Q421', '4Q49', '4Q286', '4Q83', '4Q89', '4Q57', '4Q47', '4Q39', '4Q258', '4Q9999']"
364,P90-Fg051-R-C01-R01-D28042015-T085819-LR445 _PSC,"['4Q364', '4Q51', '4Q205', '4Q111', '4Q531', '4Q405', '4Q299', '4Q51', '4Q9999', '4Q47', '4Q401', '4Q103', '11Q10', '4Q403', '4Q161', '4Q424', '4Q381', '11Q6', '4Q174', '4Q57']"
365,P76-Fg015-R-C01-R01-D05082014-T113808-LR445 _PSC,"['4Q524', '4Q381', '4Q418', '6Q17', '4Q158', '4Q287', '4Q299', '4Q54', '2Q1', '4Q282', '4Q23', '4Q401', '4Q167', '4Q39', '4Q479', '4Q244', '4Q57', '4Q284', '4Q51', '4Q423']"
366,P95-Fg040-R-C01-R01-D06072015-T111142-LR445 _PSC,"['4Q27', '4Q381', '11Q10', '4Q200', '4Q390', '4Q364', '4Q111', '4Q57', '4Q266', '4Q51', '4Q424', '4Q160', '4Q205', '4Q401', '4Q521', '4Q57', '4Q23', '4Q34', '4Q259', '4Q23']"
367,P7-Fg033-R-C01-R01-D29032016-T125746-LR445 _PSC,"['4Q541', '4Q418', '4Q210', 'MUR98', '4Q196', 'MUR1', '4Q208', '4Q196', '4Q418', '4Q223', '4Q425', '4Q558', '4Q491', '4Q502', '4Q299', '4Q418', '4Q502', '4Q432', '4Q207', '4Q224']"
368,P90-Fg081-R-C01-R01-D28042015-T142952-LR445 _PSC,"['4Q418', '4Q307', '4Q388', '4Q23', 'MUR2', '4Q160', '4Q299', '4Q543', '4Q404', '4Q23', '4Q543', '4Q23', '4Q57', '4Q365', '4Q52', '4Q183', '4Q202', '4Q57', '4Q306', '4Q83']"
369,P94-Fg092-R-C01-R01-D14062015-T162425-LR445 _PSC,"['4Q270', '4Q112', '4Q173', '4Q209', '4Q301', '4Q94', '4Q543', '4Q209', '4Q214', '4Q266', '4Q244', '4Q128', '4Q419', '4Q418', '4Q364', '4Q177', '4Q57', '4Q57', '4Q57', '4Q57']"
370,P7-Fg012-R-C01-R01-D28032016-T143242-LR445 _PSC,"['4Q502', '4Q432', '4Q224', '4Q502', '4Q196', '4Q502', '4Q208', 'MUR41', '4Q391', '4Q196', '4Q502', '4Q502', '4Q558', '4Q391', '4Q382', '4Q223', '6Q26', '4Q208', 'MUR41', '4Q196']"
371,P43-Fg042-R-C01-R01-D01122015-T153700-LR445 _PSC,"['4Q417', '6Q18', '4Q128', '4Q541', '4Q30', '4Q418', '4Q418', '4Q491', '4Q418', '4Q553', '4Q158', '11Q25', '6Q18', '4Q394', '4Q221', '4Q88', '4Q418', '4Q176', '4Q381', '4Q418']"
372,P82-Fg032-R-C01-R01-D09102013-T103456-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['2Q13', '4Q59', '4Q51', '4Q51', '4Q508', '3Q11', '4Q51', '4Q23', '4Q51', '4Q429', '4Q364', '4Q381', '4Q381', '4Q543', '11Q18', '4Q27', '4Q113', '4Q243', '4Q51', '4Q508']"
373,P92-Fg011-R-C01-R01-D06052015-T151956-LR445 _PSC,"['4Q270', '4Q112', '4Q543', '4Q477', '4Q555', '4Q77', '4Q402', '4Q173', '4Q89', '4Q388', '4Q365', '4Q301', '4Q418', '4Q42', '4Q410', '4Q57', '4Q404', '4Q252', '4Q433', '4Q128']"
374,P43-Fg012-R-C01-R01-D07122015-T122519-LR445 _PSC,"['4Q82', '4Q230', '4Q27', '4Q381', '4Q491', '4Q266', '4Q550', '4Q491', '4Q51', '4Q570', '4Q533', '4Q184', '4Q51', '4Q261', '11Q6', '4Q380', '4Q550', '4Q392', '4Q60', '4Q56']"
375,P71-Fg011-R-C01-R01-D09092015-T094047-LR445 _PSC,"['4Q33', '4Q286', '4Q51', '4Q51', '4Q266', '8Q5', '4Q216', '4Q522', '4Q167', '4Q451', '4Q429', '4Q525', '3Q5', '4Q197', '4Q33', '4Q270', '4Q51', '4Q76', '4Q51', '4Q543']"
376,P79-Fg036-R-C01-R01-D24072014-T101929-LR445 _PSC,"['4Q57', '4Q27', '4Q23', '4Q299', '4Q55', '4Q405', '4Q82', '11Q18', '4Q86', '4Q56', '4Q52', '4Q82', '4Q306', '11Q6', '4Q530', '4Q27', '4Q83', '4Q433', '4Q209', '4Q23']"
377,P70-Fg005-R-C01-R01-D06092016-T134543-LR445 _PSC,"['4Q418', 'Mas 1j', '4Q411', '4Q80', '4Q418', '4Q470', '4Q173', '4Q51', '4Q244', '4Q209', '4Q244', '4Q94', '11Q25', '4Q526', '4Q57', '4Q158', '4Q80', '4Q400', '4Q84', '4Q202']"
378,P915-Fg016-R-C01-R01-D15102015-T101256-LR445 _PSC,"['4Q551', '4Q161', '4Q57', '4Q267', '4Q80', '4Q470', '4Q270', '4Q156', '4Q80', '4Q51', '4Q57', '4Q282', '4Q266', '4Q58', '4Q51', '4Q39', '4Q418', '4Q80', '4Q411', '4Q524']"
379,P76-Fg048-R-C01-R01-D06082014-T094628-LR445 _PSC,"['4Q214', '4Q27', '4Q83', '4Q418', '4Q266', '4Q85', '11Q10', '4Q270', '4Q23', '11Q13', '4Q531', '11Q10', '4Q87', '4Q23', '4Q216', '11Q18', '4Q57', 'XQ5a', '4Q23', '11Q10']"
380,P8-Fg002-R-C01-R01-D22062015-T095218-LR445 _PSC,"['4Q502', '4Q176', '4Q266', '4Q502', '4Q196', '4Q207', '4Q223', '4Q502', '6Q16', '6Q18', '4Q558', '4Q196', '4Q418', '4Q196', '4Q196', '4Q224', '4Q163', '4Q502', '4Q53', '4Q196']"
381,P7-Fg099-R-C01-R01-D03042016-T135845-LR445 _PSC,"['4Q208', '4Q380', '4Q409', '4Q221', '4Q299', '4Q418', '4Q299', '4Q222', '4Q78', '4Q176', '4Q547', '4Q422', '4Q418', '4Q176', '4Q418', 'MUR1', '4Q491', '4Q265', '4Q53', '4Q299']"
382,P82-Fg031-R-C01-R01-D09102013-T101240-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q51', '4Q286', '4Q80', '4Q267', '4Q543', '4Q58', '4Q167', '4Q416', '4Q267', '4Q267', '4Q385', '4Q267', '4Q525', '4Q266', '4Q161', '4Q39', '4Q216', '4Q266', '4Q551', '4Q286']"
383,P8-Fg027-R-C01-R01-D23062015-T124817-LR445 _PSC,"['4Q208', '4Q196', 'MUR41', 'MUR41', '4Q196', '4Q224', '4Q541', '4Q502', '4Q502', '4Q382', '4Q208', '4Q391', '4Q196', '4Q502', '4Q223', '4Q502', '4Q196', '6Q16', '4Q382', '4Q391']"
384,P82-Fg008-R-C01-R01-D07102013-T103730-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q99', '4Q385', '4Q216', '4Q522', '4Q381', '4Q167', '4Q38d', '4Q266', '4Q206', '4Q33', '4Q206', '4Q543', '4Q286', '4Q39', '4Q95', '4Q281', '4Q374', '4Q57', '4Q543', '4Q524']"
385,P91-Fg011-R-C01-R01-D29032015-T105436-LR445 _PSC,"['4Q209', '4Q378', '4Q206', '4Q38', '4Q418', '4Q177', '4Q38', '2Q33', '4Q49', '4Q89', '4Q557', '4Q258', '4Q57', '4Q33', '4Q220', '4Q56', '4Q422', '4Q159', '4Q471', '4Q9999']"
386,P82-Fg061-R-C01-R01-D13102013-T101831-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q99', '4Q381', '4Q385', '4Q216', '4Q27', '4Q522', '4Q27', '4Q389', '4Q254', '4Q390', '4Q59', '4Q364', '4Q543', '4Q38d', '4Q522', '4Q364', '4Q522', '4Q80', '4Q525', '4Q552']"
387,P94-Fg050-R-C01-R01-D11062015-T133301-LR445 _PSC,"['4Q423', '4Q244', '4Q557', '4Q209', '4Q282', '4Q423', '4Q57', '4Q401', '4Q258', '4Q9999', '4Q206', '4Q89', '4Q261', '4Q39', '4Q53', '4Q410', '4Q286', '4Q159', '4Q378', '4Q584']"
388,P90-Fg024-R-C01-R01-D26042015-T143752-LR445 _PSC,"['4Q423', '4Q423', '4Q401', '4Q57', '4Q209', '4Q244', '4Q167', '4Q286', '4Q282', '4Q51', '4Q258', '4Q524', '4Q89', '4Q167', '4Q423', '4Q57', '4Q286', '4Q23', '4Q39', '4Q418']"
389,P70-Fg016-R-C01-R01-D06092016-T151949-LR445 _PSC,"['4Q89', '11Q7', '4Q209', '4Q177', '4Q299', '4Q256', '4Q404', '4Q60', '4Q480', '4Q73', '4Q160', '4Q266', '4Q545', '11Q10', '4Q38c', '4Q42', '4Q521', '4Q258', '2Q33', '4Q470']"
390,P68-Fg051-R-C01-R01-D07102015-T151238-LR445 _PSC,"['4Q209', '4Q418', '4Q299', '4Q423', '4Q258', '4Q244', '4Q253', '4Q89', '4Q418', '4Q418', '4Q83', '4Q23', '4Q51', '4Q423', '4Q174', '4Q160', '4Q253', '4Q418', '4Q56', '4Q51']"
391,P79-Fg058-R-C01-R01-D24072014-T134136-LR445 _PSC,"['4Q177', '4Q38', '11Q10', '4Q89', '4Q209', '4Q521', '4Q530', '4Q480', '4Q33', '4Q177', '4Q57', '11Q7', '4Q378', '4Q226', '4Q52', '4Q471', '2Q33', '4Q287', '4Q103', '4Q504']"
392,P76-Fg054-R-C01-R01-D06082014-T103639-LR445 _PSC,"['4Q99', '4Q385', '11Q10', '4Q364', '4Q63', '4Q429', '4Q47', '4Q57', '4Q270', '4Q27', '4Q38d', '4Q522', '4Q39', '4Q205', '4Q9999', '4Q167', '4Q27', '4Q216', '4Q429', '4Q537']"
393,P7-Fg043-R-C01-R01-D29032016-T152749-LR445 _PSC,"['4Q196', '4Q302', '4Q519', '4Q558', '4Q500', '6Q9', 'MUR48', '4Q208', '4Q519', '4Q223', '4Q23', '4Q558', '4Q519', '4Q558', 'MUR115', '11Q25', '4Q23', '4Q391', '4Q382', '4Q107']"
394,P70-Fg075-R-C01-R01-D11092016-T140700-LR445 _PSC,"['4Q423', '4Q418', '4Q418', '4Q209', '4Q418', '4Q418', '4Q30', '4Q253', '4Q423', '4Q584', '4Q299', '4Q419', '4Q253', '4Q208', '4Q334', '4Q418', '4Q502', '4Q546', '4Q418', '4Q258']"
395,P92-Fg032-R-C01-R01-D07052015-T151525-LR445 _PSC,"['4Q38', '4Q209', '4Q206', '4Q378', '4Q49', '2Q33', '4Q177', '4Q57', '4Q557', '4Q38', '4Q33', '4Q159', '4Q418', '4Q258', '4Q89', '4Q9999', '4Q419', '4Q56', '4Q436', '4Q471']"
396,P915-Fg008-R-C01-R01-D14102015-T155116-LR445 _PSC,"['4Q401', '4Q167', '4Q286', '4Q57', '4Q57', '4Q286', '4Q167', '4Q216', '4Q38d', '4Q99', '4Q158', '4Q522', '4Q381', '4Q381', '4Q39', '4Q543', '4Q374', '4Q54', '4Q254', '4Q176']"
397,P72-Fg050-R-C01-R01-D31082015-T112850-LR445 _PSC,"['4Q299', '4Q209', '4Q89', '4Q160', '4Q177', '4Q51', '11Q10', '4Q244', '4Q418', '4Q174', '4Q23', '4Q266', '4Q83', '11Q6', '4Q418', '4Q258', '4Q423', '4Q60', '4Q401', '4Q57']"
398,P73-Fg031-R-C01-R01-D20082015-T135311-LR445 _PSC,"['4Q418', '4Q209', '4Q73', '4Q56', '4Q222', '4Q299', '4Q58', '4Q253', '4Q60', '4Q545', '4Q42', '11Q7', '4Q89', '4Q177', '4Q38c', '4Q404', '4Q418', '4Q337', '4Q258', '4Q60']"
399,P76-Fg044-R-C01-R01-D06082014-T091219-LR445 _PSC,"['11Q10', '4Q160', '4Q200', '4Q177', '4Q266', '4Q299', '4Q521', '4Q89', '4Q209', '11Q7', '4Q83', '4Q256', '4Q226', '4Q38c', '4Q480', '4Q57', '4Q531', '4Q401', '4Q174', '4Q27']"
400,P79-Fg055-R-C01-R01-D24072014-T131711-LR445 _PSC,"['4Q381', '4Q167', '4Q158', '4Q51', '4Q10', '4Q429', '4Q266', '4Q423', '4Q381', '4Q99', '4Q176', '4Q379', '4Q286', '4Q402', '4Q364', '4Q10', '4Q51', '4Q401', '4Q57', '4Q51']"
401,P74-Fg044-R-C01-R01-D09082015-T114531-LR445 _PSC,"['4Q23', '4Q23', '4Q256', '4Q418', '4Q299', '4Q531', '4Q42', '4Q394', '4Q545', '4Q418', '4Q37', '11Q6', '4Q89', '4Q242', '4Q416', '4Q536', '4Q206', '4Q266', '4Q51', '4Q287']"
402,P72-Fg051-R-C01-R01-D31082015-T113629-LR445 _PSC,"['2Q23', '4Q504', '4Q286', '4Q7', '2Q23', '2Q24', '4Q389', '4Q72', '4Q73', '4Q61', '4Q299', '4Q543', '4Q41', '4Q213', '4Q282', '2Q23', '4Q416', '4Q321', '1Q29', '4Q364']"
403,P82-Fg064-R-C01-R01-D13102013-T124240-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q160', '4Q266', '4Q390', '4Q200', '4Q416', '2Q2', '11Q10', '2Q2', '4Q256', '4Q299', '11Q6', '4Q402', '4Q30', '11Q13', '4Q521', '4Q531', '4Q200', '4Q552', '4Q27', '4Q105']"
404,P73-Fg021-R-C01-R01-D20082015-T122458-LR445 _PSC,"['4Q23', '4Q266', '4Q51', '4Q161', '4Q32', '4Q381', '4Q531', '4Q460', '4Q321', '4Q57', '4Q269', '4Q510', '4Q105', '4Q167', '4Q401', '4Q99', '4Q13', '4Q51', '4Q423', '4Q34']"
405,P68-Fg050-R-C01-R01-D07102015-T150401-LR445 _PSC,"['4Q206', '4Q471', '4Q206', '4Q550', '2Q33', '4Q530', '4Q287', '4Q221', '4Q34', '4Q421', '4Q37', '4Q521', '4Q378', '4Q525', '4Q536', '4Q381', '4Q531', '4Q380', '4Q550', '11Q6']"
406,P72-Fg043-R-C01-R01-D31082015-T102722-LR445 _PSC,"['4Q32', '4Q460', '4Q13', '11Q17', '4Q23', '4Q531', '4Q51', '4Q510', '4Q178', '4Q531', '4Q89', '4Q429', '4Q57', '4Q287', '4Q521', '4Q269', '4Q209', '4Q381', '4Q10', '4Q266']"
407,P95-Fg064-R-C01-R01-D07072015-T110310-LR445 _PSC,"['4Q266', '4Q167', '4Q176', '4Q423', '4Q51', '4Q423', '4Q379', '4Q381', '4Q401', '4Q321', '2Q2', '4Q269', '4Q418', '11Q18', '4Q57', '4Q42', '4Q158', '4Q10', '4Q47', '4Q71']"
408,P69-Fg042-R-C01-R01-D24122015-T135223-LR445 _PSC,"['4Q550', '4Q206', '4Q525', '4Q221', '4Q530', '11Q6', '4Q38', '4Q531', '4Q471', '4Q23', '4Q206', '4Q531', '4Q388', '4Q521', '4Q581', '4Q177', '4Q23', '4Q256', '4Q184', '4Q418']"
409,P7-Fg105-R-C01-R01-D03042016-T152700-LR445 _PSC,"['4Q302', '4Q196', '4Q500', '4Q223', '4Q519', '6Q9', '4Q208', '4Q558', 'MUR48', '4Q23', 'MUR48', '4Q196', '4Q23', '4Q572', '4Q391', '4Q107', '4Q502', '4Q519', '4Q558', '4Q558']"
410,P70-Fg040-R-C01-R01-D08092016-T094541-LR445 _PSC,"['4Q23', '4Q531', '11Q6', '4Q421', '4Q34', '4Q388', '4Q176', '4Q23', '4Q82', '4Q536', '4Q287', '4Q460', '4Q392', '4Q531', '4Q305', '4Q206', '4Q299', '4Q37', '4Q34', '4Q419']"
411,P95-Fg052-R-C03-R01-D07072015-T091330-LR445 _PSC,"['4Q266', '4Q423', '4Q51', '4Q269', '4Q423', '4Q10', '4Q381', '4Q379', '4Q401', '4Q57', '4Q167', '4Q299', '4Q418', '4Q161', '4Q419', '4Q23', '4Q321', '4Q381', '4Q423', '4Q158']"
412,P91-Fg069-R-C01-R01-D31032015-T103046-LR445 _PSC,"['4Q256', '4Q416', '4Q23', '4Q545', '4Q418', '4Q23', '4Q531', '2Q2', '4Q197', '4Q242', '4Q418', '4Q42', '11Q18', '4Q521', '11Q18', '4Q394', '4Q299', '4Q47', '4Q525', '4Q30']"
413,P75-Fg034-R-C01-R01-D30072014-T104950-LR445 _PSC,"['4Q531', '11Q6', '4Q23', '4Q256', '4Q460', '4Q416', '4Q531', '4Q545', '4Q23', 'Mas 1b', '4Q521', '4Q177', '4Q525', '4Q550', '4Q23', '4Q13', '4Q221', '4Q388', '4Q34', '4Q112']"
414,P95-Fg093-R-C01-R01-D08072015-T095658-LR445 _PSC,"['4Q429', '4Q364', '4Q381', '4Q99', '4Q270', '4Q99', '4Q381', '4Q161', '4Q81', '4Q270', '4Q57', '4Q23', '4Q51', '4Q51', '4Q182', '4Q321', '4Q385', '4Q27', '4Q32', '4Q521']"
415,P76-Fg013-R-C01-R01-D05082014-T112302-LR445 _PSC,"['4Q23', '4Q37', '4Q242', '4Q256', '4Q419', '1Q5', '4Q416', '4Q418', '4Q418', '4Q545', '4Q394', '4Q299', '4Q222', '4Q78', '4Q103', '4Q418', '4Q299', '4Q418', '4Q418', '11Q18']"
416,P96-Fg043-R-C01-R01-D12082015-T090942-LR445 _PSC,"['4Q284', '4Q270', '4Q374', '4Q405', '4Q57', '4Q267', '4Q418', '4Q62', '4Q51', '4Q375', '4Q426', '4Q51', '4Q99', '4Q82', '4Q158', '4Q161', '4Q51', '4Q531', '4Q324', '4Q33']"
417,P96-Fg063-R-C01-R01-D12082015-T120633-LR445 _PSC,"['4Q99', '4Q379', '4Q82', '4Q51', '4Q543', '3Q5', '4Q197', '4Q374', '4Q76', '4Q51', '4Q87', '4Q51', '4Q525', '4Q266', '4Q429', '4Q286', '4Q99', '4Q525', '4Q365', '4Q426']"
418,P43-Fg091-R-C01-R01-D07122015-T103620-LR445 _PSC,"['4Q196', '4Q269', '4Q382', '4Q196', '4Q558', '4Q502', '4Q432', 'MUR41', '4Q176', '4Q541', '4Q223', 'MUR41', '4Q391', '4Q196', '6Q7', '4Q382', '4Q196', '4Q502', '4Q382', '4Q398']"
419,P92-Fg054-R-C01-R01-D10052015-T113741-LR445 _PSC,"['4Q51', '4Q51', '4Q418', '4Q284', '4Q51', '4Q158', '4Q89', '4Q375', '4Q62', '4Q284', '4Q57', '4Q411', '4Q426', '4Q112', '4Q270', '4Q543', '4Q582', '4Q367', '4Q213a', '4Q324']"
420,P82-Fg019-R-C01-R01-D07102013-T131703-LR445 _ColorCalData_IAA_Both_CC110304_110702,"['4Q54', '4Q267', '4Q51', '4Q51', '4Q163', '4Q267', '4Q206', '4Q51', '4Q379', '4Q51', '4Q267', '4Q267', '4Q379', '4Q267', '4Q286', '4Q266', '4Q267', '4Q439', '4Q365', '4Q543']"
421,P7-Fg113-R-C01-R01-D04042016-T101416-LR445 _PSC,"['4Q382', '6Q9', '4Q558', '4Q382', 'MUR41', '4Q432', '6Q7', '4Q502', '4Q196', '4Q382', 'MUR38', '4Q391', '4Q382', '6Q18', '4Q196', '4Q176', '4Q196', '4Q391', '4Q382', '4Q502']"
422,P8-Fg022-R-C01-R01-D22062015-T151518-LR445 _PSC,"['4Q391', '6Q16', '4Q382', '4Q502', '4Q382', '4Q502', '4Q391', '4Q223', '4Q502', '4Q382', '4Q398', '4Q391', '4Q502', '4Q382', '4Q224', '4Q382', 'MUR38', '4Q432', '4Q391', '4Q196']"
423,P43-Fg072-R-C01-R01-D06122015-T112827-LR445 _PSC,"['4Q176', '4Q51', '4Q47', '4Q299', '4Q491', '4Q266', '4Q261', '4Q491', '4Q199', '4Q221', '4Q78', '4Q27', '4Q418', '4Q51', '1Q5', '4Q78', '4Q47', '4Q37', '4Q418', '4Q60']"
424,P91-Fg009-R-C01-R01-D29032015-T092906-LR445 _PSC,"['4Q51', '4Q418', '4Q56', '4Q491', '4Q582', '4Q202', '4Q51', '4Q418', '4Q244', '4Q52', '4Q340', '4Q184', '4Q282', '4Q206', '4Q418', '4Q23', '4Q543', '4Q161', '4Q436', '4Q531']"
425,P7-Fg003-R-C01-R01-D28032016-T131215-LR445 _PSC,"['4Q291', '4Q432', '4Q176', '4Q299', '4Q196', '4Q176', '4Q223', '4Q418', '4Q223', '4Q196', '4Q265', '4Q266', '4Q269', '4Q502', '4Q78', '4Q196', '4Q418', '4Q208', '4Q418', '11Q14']"
426,P43-Fg050-R-C01-R01-D03122015-T111514-LR445 _PSC,"['4Q52', '4Q202', '4Q56', '4Q436', '4Q491', '4Q405', '4Q176', '4Q321a-190', '4Q27', '4Q37', '11Q17', '4Q51', '4Q83', '11Q17', '4Q301', '4Q244', '4Q418', '4Q30', '4Q340', '4Q34']"
427,P8-Fg047-R-C01-R01-D23062015-T155610-LR445 _PSC,"['4Q196', '4Q224', '4Q196', 'MUR41', '4Q382', '4Q541', '4Q391', 'MUR41', '4Q196', '4Q223', '6Q18', '4Q265', '4Q418', '4Q208', '4Q502', '4Q502', '4Q502', '4Q391', '4Q502', '4Q382']"
428,P75-Fg062-R-C01-R01-D30072014-T151512-LR445 _PSC,"['4Q491', '4Q56', '4Q52', '4Q418', '4Q418', '4Q160', '4Q340', '4Q282', '4Q30', '4Q51', '4Q341', '4Q37', '4Q176', '4Q209', '4Q436', '4Q244', '4Q23', '4Q301', '4Q202', '4Q184']"
429,P79-Fg015-R-C01-R01-D23072014-T141241-LR445 _PSC,"['4Q33', '4Q266', '4Q62', '4Q381', '4Q389', '4Q459', '4Q113', '4Q375', '4Q405', '4Q279', '4Q267', '4Q51', '4Q206', '3Q5', '4Q521', '4Q299', '4Q33', '4Q531', '4Q508', '4Q525']"
