order,imagename,col,line_nu,word_nu,glyph_nu,ocr,ocr_x1,ocr_y1,ocr_x2,ocr_y2,ocr_x3,ocr_y3,ocr_x4,ocr_y4,gt,gt_x1,gt_y1,gt_x2,gt_y2,gt_x3,gt_y3,gt_x4,gt_y4,manuscript
2069,ok/414-Fg003-R-C01-R01-D17012012-T134743-LR924_012_F.jpg,1,1,3,1,ה,2341,1241,2368,1067,2314,1083,2285,1271,ה,2341,1241,2368,1067,2314,1083,2285,1271,4Q511
2072,ok/414-Fg003-R-C01-R01-D17012012-T134743-LR924_012_F.jpg,1,1,5,1,ה,2171,1230,2202,1030,2076,1072,2053,1220,ה,2171,1230,2202,1030,2076,1072,2053,1220,4Q511
2088,ok/414-Fg003-R-C01-R01-D17012012-T134743-LR924_012_F.jpg,1,2,5,4,ה,1938,1400,1945,1268,1849,1261,1842,1398,ה,1938,1400,1945,1268,1849,1261,1842,1398,4Q511
2130,ok/419-Fg009-R-C01-R01-D15032012-T123220-LR924_012_F.jpg,1,3,3,5,ה,1909,1545,1907,1308,1870,1319,1872,1541,ה,1909,1545,1907,1308,1870,1319,1872,1541,4Q23
2208,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,3,15,2,ה,889,1155,885,1035,818,1037,822,1150,ה,889,1155,885,1035,818,1037,822,1150,
2222,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,4,3,4,ה,3287,1422,3292,1330,3242,1332,3237,1411,ה,3287,1422,3292,1330,3242,1332,3237,1411,
2240,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,4,15,1,ה,1607,1279,1604,1186,1527,1146,1531,1291,ה,1607,1279,1604,1186,1527,1146,1531,1291,
2252,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,4,19,5,ה,938,1313,936,1161,872,1175,873,1282,ה,938,1313,936,1161,872,1175,873,1282,
2353,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,7,15,1,ה,1662,1633,1662,1540,1606,1535,1606,1628,ה,1662,1633,1662,1540,1606,1535,1606,1628,
2405,ok/430-Fg003-R-C01-R01-D07032012-T112925-LR924_012_F.jpg,1,8,11,6,ה,1830,1870,1825,1676,1766,1682,1771,1873,ה,1830,1870,1825,1676,1766,1682,1771,1873,
2432,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,1,1,2,ה,3023,1019,3021,925,2961,903,2964,1005,ה,3023,1019,3021,925,2961,903,2964,1005,
2490,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,3,3,3,ה,2748,1312,2745,1168,2691,1221,2692,1292,ה,2748,1312,2745,1168,2691,1221,2692,1292,
2506,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,3,11,2,ה,1982,1338,1980,1226,1925,1244,1927,1343,ה,1982,1338,1980,1226,1925,1244,1927,1343,
2508,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,3,11,4,ה,1873,1342,1871,1243,1802,1210,1804,1319,ה,1873,1342,1871,1243,1802,1210,1804,1319,
2531,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,4,9,1,ה,2027,1498,2025,1420,1960,1423,1962,1500,ה,2027,1498,2025,1420,1960,1423,1962,1500,
2587,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,6,9,1,ה,2124,1818,2122,1755,2050,1727,2052,1835,ה,2124,1818,2122,1755,2050,1727,2052,1835,
2591,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,6,9,5,ה,1942,1848,1940,1739,1880,1750,1882,1829,ה,1942,1848,1940,1739,1880,1750,1882,1829,
2632,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,8,3,1,ה,2852,2107,2850,2030,2789,2012,2792,2113,ה,2852,2107,2850,2030,2789,2012,2792,2113,
2638,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,8,5,3,ה,2475,2145,2471,2025,2372,2048,2374,2103,ה,2475,2145,2471,2025,2372,2048,2374,2103,
2643,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,8,7,4,ה,2175,2131,2173,2052,2114,2066,2115,2116,ה,2175,2131,2173,2052,2114,2066,2115,2116,
2683,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,9,11,5,ה,1541,2372,1531,2282,1475,2301,1482,2364,ה,1541,2372,1531,2282,1475,2301,1482,2364,
2704,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,10,3,4,ה,2608,2469,2606,2375,2549,2385,2551,2467,ה,2608,2469,2606,2375,2549,2385,2551,2467,
2715,ok/431-Fg002-R-C01-R01-D19032012-T091445-LR924_012_F.jpg,1,10,9,2,ה,1924,2466,1918,2389,1860,2396,1868,2489,ה,1924,2466,1918,2389,1860,2396,1868,2489,
2798,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,2,5,2,ה,1638,833,1639,769,1592,748,1591,832,ה,1638,833,1639,769,1592,748,1591,832,4Q181
2800,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,2,5,4,ה,1539,848,1546,736,1475,739,1469,842,ה,1539,848,1546,736,1475,739,1469,842,4Q181
2821,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,3,7,1,ה,1556,1002,1559,904,1500,899,1498,986,ה,1556,1002,1559,904,1500,899,1498,986,4Q181
2830,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,4,1,3,ה,2266,1206,2279,1092,2208,1105,2204,1189,ה,2266,1206,2279,1092,2208,1105,2204,1189,4Q181
2837,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,4,3,4,ה,1952,1191,1961,1016,1910,1037,1900,1216,ה,1952,1191,1961,1016,1910,1037,1900,1216,4Q181
2850,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,4,7,4,ה,1343,1200,1356,1030,1282,1033,1286,1173,ה,1343,1200,1356,1030,1282,1033,1286,1173,4Q181
2882,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,7,1,3,ה,2291,1718,2290,1593,2231,1595,2232,1685,ה,2291,1718,2290,1593,2231,1595,2232,1685,4Q181
2921,ok/473-Fg002-R-C01-R01-D02112011-T143341-LR924_012_F.jpg,1,10,1,8,ה,2116,2149,2119,2050,2074,2052,2072,2122,ה,2116,2149,2119,2050,2074,2052,2072,2122,4Q181
2940,ok/493-Fg004-R-C01-R01-D31102011-T095527-LR924_012_F.jpg,1,2,3,1,ה,1979,1264,1974,1211,1918,1207,1925,1292,ה,1979,1264,1974,1211,1918,1207,1925,1292,4Q418
2948,ok/493-Fg004-R-C01-R01-D31102011-T095527-LR924_012_F.jpg,1,3,1,2,ה,2258,1434,2260,1331,2195,1340,2194,1400,ה,2258,1434,2260,1331,2195,1340,2194,1400,4Q418
2952,ok/493-Fg004-R-C01-R01-D31102011-T095527-LR924_012_F.jpg,1,3,3,3,ה,2046,1421,2037,1335,1979,1306,1991,1423,ה,2046,1421,2037,1335,1979,1306,1991,1423,4Q418
2980,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,2,1,2,ה,1626,1107,1620,1020,1561,1027,1561,1096,ה,1626,1107,1620,1020,1561,1027,1561,1096,4Q418
2986,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,2,3,5,ה,1375,1120,1367,1015,1309,1041,1315,1120,ה,1375,1120,1367,1015,1309,1041,1315,1120,4Q418
2996,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,3,1,8,ה,1376,1288,1371,1169,1310,1206,1313,1273,ה,1376,1288,1371,1169,1310,1206,1313,1273,4Q418
3013,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,4,7,7,ה,1943,1448,1950,1249,1869,1230,1869,1451,ה,1943,1448,1950,1249,1869,1230,1869,1451,4Q418
3022,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,4,9,8,ה,1507,1443,1504,1355,1445,1369,1451,1442,ה,1507,1443,1504,1355,1445,1369,1451,1442,4Q418
3047,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,5,9,4,ה,1665,1572,1663,1474,1596,1509,1602,1591,ה,1665,1572,1663,1474,1596,1509,1602,1591,4Q418
3077,ok/495-Fg005-R-C01-R01-D28112011-T120555-LR924_012_F.jpg,1,7,3,3,ה,2134,2003,2131,1805,2070,1821,2073,1969,ה,2134,2003,2131,1805,2070,1821,2073,1969,4Q418
3104,ok/495-Fg006-R-C01-R01-D28112011-T121024-LR924_012_F.jpg,1,3,5,1,ה,1602,1616,1613,1417,1563,1442,1556,1564,ה,1602,1616,1613,1417,1563,1442,1556,1564,4Q418
3106,ok/495-Fg006-R-C01-R01-D28112011-T121024-LR924_012_F.jpg,1,4,1,2,ה,1823,1801,1817,1590,1758,1606,1763,1777,ה,1823,1801,1817,1590,1758,1606,1763,1777,4Q418
3116,ok/495-Fg013-R-C01-R01-D28112011-T131319-LR924_012_F.jpg,1,2,3,5,ה,1748,1191,1738,960,1685,940,1695,1166,ה,1748,1191,1738,960,1685,940,1695,1166,4Q418
3118,ok/495-Fg013-R-C01-R01-D28112011-T131319-LR924_012_F.jpg,1,2,5,1,ה,1661,1183,1652,973,1607,1016,1607,1176,ה,1661,1183,1652,973,1607,1016,1607,1176,4Q418
3124,ok/495-Fg013-R-C01-R01-D28112011-T131319-LR924_012_F.jpg,1,3,1,5,ה,1835,1340,1834,1253,1764,1264,1765,1319,ה,1835,1340,1834,1253,1764,1264,1765,1319,4Q418
3140,ok/495-Fg013-R-C01-R01-D28112011-T131319-LR924_012_F.jpg,1,5,1,2,ה,1925,1692,1928,1556,1875,1561,1872,1703,ה,1925,1692,1928,1556,1875,1561,1872,1703,4Q418
3160,ok/495-Fg015-R-C01-R01-D28112011-T133339-LR924_012_F.jpg,1,2,5,5,ה,1553,1596,1546,1471,1493,1425,1493,1606,ה,1553,1596,1546,1471,1493,1425,1493,1606,4Q418
3161,ok/495-Fg015-R-C01-R01-D28112011-T133339-LR924_012_F.jpg,1,3,1,1,ה,1905,1595,1986,1595,1986,1687,1905,1687,ה,1905,1595,1986,1595,1986,1687,1905,1687,4Q418
3163,ok/498-Fg005-R-C01-R01-D14022012-T111511-LR924_012_F.jpg,1,1,1,2,ה,2141,1488,2130,1265,2070,1323,2079,1501,ה,2141,1488,2130,1265,2070,1323,2079,1501,4Q418
3165,ok/498-Fg005-R-C01-R01-D14022012-T111511-LR924_012_F.jpg,1,1,1,4,ה,2047,1504,2039,1353,1979,1411,1983,1489,ה,2047,1504,2039,1353,1979,1411,1983,1489,4Q418
3167,ok/498-Fg005-R-C01-R01-D14022012-T111511-LR924_012_F.jpg,1,1,3,1,ה,1937,1500,1932,1401,1866,1377,1872,1490,ה,1937,1500,1932,1401,1866,1377,1872,1490,4Q418
3237,ok/498-Fg009-R-C01-R01-D14022012-T115035-LR924_012_F.jpg,1,3,3,3,ה,2013,1393,2018,1319,1955,1302,1950,1380,ה,2013,1393,2018,1319,1955,1302,1950,1380,4Q418
3247,ok/498-Fg009-R-C01-R01-D14022012-T115035-LR924_012_F.jpg,1,4,1,3,ה,2108,1563,2105,1468,2058,1420,2047,1539,ה,2108,1563,2105,1468,2058,1420,2047,1539,4Q418
3253,ok/498-Fg009-R-C01-R01-D14022012-T115035-LR924_012_F.jpg,1,4,3,5,ה,1849,1581,1858,1415,1813,1453,1810,1552,ה,1849,1581,1858,1415,1813,1453,1810,1552,4Q418
3264,ok/498-Fg009-R-C01-R01-D14022012-T115035-LR924_012_F.jpg,1,5,3,4,ה,1908,1766,1912,1626,1850,1632,1845,1770,ה,1908,1766,1912,1626,1850,1632,1845,1770,4Q418
3270,ok/498-Fg009-R-C01-R01-D14022012-T115035-LR924_012_F.jpg,1,5,5,5,ה,1590,1748,1585,1624,1523,1645,1527,1748,ה,1590,1748,1585,1624,1523,1645,1527,1748,4Q418
3273,ok/498-Fg014-R-C01-R01-D14022012-T123830-LR924_012_F.jpg,1,1,1,3,ה,1618,1097,1624,914,1559,978,1555,1076,ה,1618,1097,1624,914,1559,978,1555,1076,4Q418
3292,ok/498-Fg014-R-C01-R01-D14022012-T123830-LR924_012_F.jpg,1,3,5,3,ה,1719,1447,1722,1319,1660,1324,1658,1430,ה,1719,1447,1722,1319,1660,1324,1658,1430,4Q418
3294,ok/498-Fg014-R-C01-R01-D14022012-T123830-LR924_012_F.jpg,1,3,7,1,ה,1564,1441,1567,1334,1484,1313,1493,1452,ה,1564,1441,1567,1334,1484,1313,1493,1452,4Q418
3301,ok/498-Fg014-R-C01-R01-D14022012-T123830-LR924_012_F.jpg,1,4,3,4,ה,2104,1733,2111,1434,2032,1493,2033,1706,ה,2104,1733,2111,1434,2032,1493,2033,1706,4Q418
3326,ok/498-Fg023-R-C01-R01-D14022012-T141039-LR924_012_F.jpg,1,2,1,2,ה,2124,1269,2127,1173,2049,1190,2045,1340,ה,2124,1269,2127,1173,2049,1190,2045,1340,4Q418
3345,ok/498-Fg023-R-C01-R01-D14022012-T141039-LR924_012_F.jpg,1,3,1,2,ה,2319,1443,2317,1216,2257,1195,2260,1433,ה,2319,1443,2317,1216,2257,1195,2260,1433,4Q418
3359,ok/498-Fg023-R-C01-R01-D14022012-T141039-LR924_012_F.jpg,1,3,5,3,ה,1528,1420,1533,1328,1472,1333,1472,1457,ה,1528,1420,1533,1328,1472,1333,1472,1457,4Q418
3367,ok/498-Fg026-R-C01-R01-D14022012-T143428-LR924_012_F.jpg,1,1,1,2,ה,1897,1039,1901,831,1820,903,1817,1017,ה,1897,1039,1901,831,1820,903,1817,1017,4Q418
3383,ok/498-Fg026-R-C01-R01-D14022012-T143428-LR924_012_F.jpg,1,2,3,3,ה,1788,1191,1788,1019,1730,1030,1727,1186,ה,1788,1191,1788,1019,1730,1030,1727,1186,4Q418
3470,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,3,5,4,ה,1797,1093,1808,945,1747,964,1750,1063,ה,1797,1093,1808,945,1747,964,1750,1063,4Q418
3472,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,4,1,2,ה,2230,1327,2256,1140,2179,1178,2158,1325,ה,2230,1327,2256,1140,2179,1178,2158,1325,4Q418
3474,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,4,3,1,ה,2124,1303,2140,1191,2081,1208,2079,1282,ה,2124,1303,2140,1191,2081,1208,2079,1282,4Q418
3476,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,4,3,3,ה,2024,1312,2028,1197,1976,1142,1969,1341,ה,2024,1312,2028,1197,1976,1142,1969,1341,4Q418
3480,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,4,3,7,ה,1856,1290,1871,1147,1816,1156,1801,1301,ה,1856,1290,1871,1147,1816,1156,1801,1301,4Q418
3495,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,6,1,1,ה,1909,1560,2015,1552,2015,1659,1917,1655,ה,1909,1560,2015,1552,2015,1659,1917,1655,4Q418
3498,ok/499-Fg001-R-C01-R01-D13022012-T141730-LR924_012_F.jpg,1,7,1,1,ה,1923,1715,1988,1708,1988,1788,1931,1795,ה,1923,1715,1988,1708,1988,1788,1931,1795,4Q418
3534,ok/499-Fg016-R-C01-R01-D14022012-T091307-LR924_012_F.jpg,1,4,5,2,ה,1848,1649,1845,1500,1792,1507,1794,1600,ה,1848,1649,1845,1500,1792,1507,1794,1600,4Q418
3536,ok/499-Fg016-R-C01-R01-D14022012-T091307-LR924_012_F.jpg,1,4,5,4,ה,1759,1612,1757,1507,1704,1464,1707,1583,ה,1759,1612,1757,1507,1704,1464,1707,1583,4Q418
3540,ok/499-Fg016-R-C01-R01-D14022012-T091307-LR924_012_F.jpg,1,4,7,3,ה,1616,1604,1625,1429,1571,1433,1563,1609,ה,1616,1604,1625,1429,1571,1433,1563,1609,4Q418
3548,ok/499-Fg016-R-C01-R01-D14022012-T091307-LR924_012_F.jpg,1,5,1,5,ה,1577,1838,1572,1632,1522,1655,1527,1845,ה,1577,1838,1572,1632,1522,1655,1527,1845,4Q418
3557,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,1,3,1,ה,2748,1151,2745,796,2665,797,2668,1144,ה,2748,1151,2745,796,2665,797,2668,1144,4Q418
3566,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,1,5,8,ה,2322,1155,2315,809,2262,813,2269,1150,ה,2322,1155,2315,809,2262,813,2269,1150,4Q418
3581,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,1,11,5,ה,1626,1174,1628,820,1574,823,1572,1169,ה,1626,1174,1628,820,1574,823,1572,1169,4Q418
3587,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,1,13,5,ה,1386,1165,1388,820,1334,817,1332,1191,ה,1386,1165,1388,820,1334,817,1332,1191,4Q418
3603,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,2,1,2,ה,2774,1340,2776,1199,2716,1211,2719,1308,ה,2774,1340,2776,1199,2716,1211,2719,1308,4Q418
3609,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,2,5,1,ה,2566,1314,2566,1215,2520,1217,2520,1317,ה,2566,1314,2566,1215,2520,1217,2520,1317,4Q418
3618,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,2,7,5,ה,2152,1323,2148,1231,2092,1202,2091,1310,ה,2152,1323,2148,1231,2092,1202,2091,1310,4Q418
3624,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,2,9,5,ה,1859,1322,1859,1216,1812,1244,1812,1334,ה,1859,1322,1859,1216,1812,1244,1812,1334,4Q418
3639,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,2,15,6,ה,1255,1358,1255,1228,1198,1253,1193,1344,ה,1255,1358,1255,1228,1198,1253,1193,1344,4Q418
3653,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,3,3,2,ה,2428,1499,2428,1387,2363,1386,2363,1481,ה,2428,1499,2428,1387,2363,1386,2363,1481,4Q418
3656,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,3,5,2,ה,2288,1468,2284,1397,2219,1396,2225,1498,ה,2288,1468,2284,1397,2219,1396,2225,1498,4Q418
3660,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,3,5,6,ה,2104,1466,2105,1391,2040,1396,2039,1458,ה,2104,1466,2105,1391,2040,1396,2039,1458,4Q418
3696,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,4,5,1,ה,2017,1619,2016,1546,1947,1549,1948,1620,ה,2017,1619,2016,1546,1947,1549,1948,1620,4Q418
3701,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,4,5,6,ה,1792,1638,1790,1549,1722,1557,1723,1628,ה,1792,1638,1790,1549,1722,1557,1723,1628,4Q418
3704,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,4,7,2,ה,1644,1635,1643,1552,1584,1552,1584,1625,ה,1644,1635,1643,1552,1584,1552,1584,1625,4Q418
3709,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,4,7,7,ה,1418,1648,1418,1554,1351,1528,1348,1642,ה,1418,1648,1418,1554,1351,1528,1348,1642,4Q418
3717,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,4,11,3,ה,1003,1623,1008,1542,949,1544,943,1637,ה,1003,1623,1008,1542,949,1544,943,1637,4Q418
3724,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,5,3,3,ה,2417,1767,2409,1667,2358,1672,2368,1756,ה,2417,1767,2409,1667,2358,1672,2368,1756,4Q418
3734,ok/500-Fg002-R-C01-R01-D07022012-T141634-LR924_012_F.jpg,1,5,9,3,ה,1989,1798,1983,1700,1923,1716,1923,1811,ה,1989,1798,1983,1700,1923,1716,1923,1811,4Q418
3797,ok/500-Fg004-R-C01-R01-D07022012-T143156-LR924_012_F.jpg,1,1,1,1,ה,1978,764,2079,764,2079,1050,1978,1050,ה,1978,764,2079,764,2079,1050,1978,1050,4Q418
3813,ok/500-Fg004-R-C01-R01-D07022012-T143156-LR924_012_F.jpg,1,3,3,3,ה,1835,1402,1826,1254,1789,1332,1791,1374,ה,1835,1402,1826,1254,1789,1332,1791,1374,4Q418
3825,ok/500-Fg004-R-C01-R01-D07022012-T143156-LR924_012_F.jpg,1,5,1,5,ה,1911,1792,1921,1663,1871,1683,1865,1766,ה,1911,1792,1921,1663,1871,1683,1865,1766,4Q418
3853,ok/500-Fg012-R-C01-R01-D13022012-T112343-LR924_012_F.jpg,1,3,5,5,ה,1896,1363,1896,1251,1843,1257,1843,1383,ה,1896,1363,1896,1251,1843,1257,1843,1383,4Q418
3865,ok/500-Fg012-R-C01-R01-D13022012-T112343-LR924_012_F.jpg,1,3,9,8,ה,1409,1424,1402,1296,1364,1321,1367,1385,ה,1409,1424,1402,1296,1364,1321,1367,1385,4Q418
3876,ok/500-Fg012-R-C01-R01-D13022012-T112343-LR924_012_F.jpg,1,4,3,5,ה,2131,1504,2131,1407,2076,1381,2076,1525,ה,2131,1504,2131,1407,2076,1381,2076,1525,4Q418
3886,ok/500-Fg012-R-C01-R01-D13022012-T112343-LR924_012_F.jpg,1,4,7,4,ה,1694,1508,1688,1429,1632,1437,1638,1515,ה,1694,1508,1688,1429,1632,1437,1638,1515,4Q418
3895,ok/500-Fg012-R-C01-R01-D13022012-T112343-LR924_012_F.jpg,1,5,1,6,ה,2049,1656,2049,1537,1983,1569,1988,1655,ה,2049,1656,2049,1537,1983,1569,1988,1655,4Q418
3923,ok/500-Fg013-R-C01-R01-D13022012-T113541-LR924_012_F.jpg,1,3,1,3,ה,2189,1305,2189,1220,2137,1216,2143,1307,ה,2189,1305,2189,1220,2137,1216,2143,1307,4Q418
3942,ok/500-Fg013-R-C01-R01-D13022012-T113541-LR924_012_F.jpg,1,4,3,5,ה,2072,1537,2065,1386,2002,1389,2008,1507,ה,2072,1537,2065,1386,2002,1389,2008,1507,4Q418
3952,ok/500-Fg013-R-C01-R01-D13022012-T113541-LR924_012_F.jpg,1,4,7,6,ה,1614,1484,1610,1409,1567,1439,1567,1439,ה,1614,1484,1610,1409,1567,1439,1567,1439,4Q418
3956,ok/500-Fg015-R-C01-R01-D13022012-T115200-LR924_012_F.jpg,1,2,1,3,ה,1956,1050,1961,952,1894,921,1889,1025,ה,1956,1050,1961,952,1894,921,1889,1025,4Q418
3959,ok/500-Fg015-R-C01-R01-D13022012-T115200-LR924_012_F.jpg,1,3,1,1,ה,2080,1066,2189,1066,2189,1169,2080,1169,ה,2080,1066,2189,1066,2189,1169,2080,1169,4Q418
3998,ok/501-Fg005-R-C01-R01-D13022012-T135347-LR924_012_F.jpg,1,4,1,4,ה,1995,1581,2009,1402,1942,1432,1924,1588,ה,1995,1581,2009,1402,1942,1432,1924,1588,4Q425
4011,ok/501-Fg005-R-C01-R01-D13022012-T135347-LR924_012_F.jpg,1,5,3,1,ה,1613,1658,1632,1495,1546,1499,1537,1580,ה,1613,1658,1632,1495,1546,1499,1537,1580,4Q425
4022,ok/508-Fg001-R-C01-R01-D25092011-T142325-LR924_012_F.jpg,1,1,3,5,ה,2152,1146,2160,1053,2103,1025,2092,1156,ה,2152,1146,2160,1053,2103,1025,2092,1156,4Q440
4039,ok/508-Fg001-R-C01-R01-D25092011-T142325-LR924_012_F.jpg,1,2,1,3,ה,2564,1319,2570,1208,2516,1216,2504,1305,ה,2564,1319,2570,1208,2516,1216,2504,1305,4Q440
4108,ok/508-Fg001-R-C01-R01-D25092011-T142325-LR924_012_F.jpg,1,5,3,2,ה,2017,1765,2025,1646,1965,1643,1957,1759,ה,2017,1765,2025,1646,1965,1643,1957,1759,4Q440
4115,ok/508-Fg001-R-C01-R01-D25092011-T142325-LR924_012_F.jpg,1,6,1,1,ה,1858,1811,2250,1798,2250,1878,1874,1884,ה,1858,1811,2250,1798,2250,1878,1874,1884,4Q440
4118,ok/508-Fg001-R-C01-R01-D25092011-T142325-LR924_012_F.jpg,1,7,1,1,ה,1903,1977,2022,1977,2022,2091,1903,2091,ה,1903,1977,2022,1977,2022,2091,1903,2091,4Q440
4182,ok/512-Fg015-R-C01-R01-D22022012-T154051-LR924_012_F.jpg,1,3,3,2,ה,2392,1402,2396,1297,2339,1306,2335,1411,ה,2392,1402,2396,1297,2339,1306,2335,1411,4Q421
4184,ok/512-Fg015-R-C01-R01-D22022012-T154051-LR924_012_F.jpg,1,3,3,4,ה,2274,1414,2283,1316,2212,1307,2203,1410,ה,2274,1414,2283,1316,2212,1307,2203,1410,4Q421
4212,ok/512-Fg015-R-C01-R01-D22022012-T154051-LR924_012_F.jpg,1,4,5,1,ה,2142,1544,2152,1440,1905,1403,1900,1455,ה,2142,1544,2152,1440,1905,1403,1900,1455,4Q421
4215,ok/512-Fg015-R-C01-R01-D22022012-T154051-LR924_012_F.jpg,1,4,5,4,ה,1785,1515,1796,1403,1718,1387,1707,1473,ה,1785,1515,1796,1403,1718,1387,1707,1473,4Q421
4262,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,1,1,2,ה,2476,746,2483,462,2433,434,2427,720,ה,2476,746,2483,462,2433,434,2427,720,4Q400
4271,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,1,3,6,ה,2052,740,2060,426,2009,453,2002,735,ה,2052,740,2060,426,2009,453,2002,735,4Q400
4301,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,1,13,7,ה,782,741,777,417,702,420,707,737,ה,782,741,777,417,702,420,707,737,4Q400
4309,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,2,1,1,ה,2497,785,2590,785,2590,819,2497,819,ה,2497,785,2590,785,2590,819,2497,819,4Q400
4311,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,2,1,3,ה,2435,810,2435,810,2377,766,2374,829,ה,2435,810,2435,810,2377,766,2374,829,4Q400
4333,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,2,9,4,ה,1535,859,1534,757,1480,748,1488,860,ה,1535,859,1534,757,1480,748,1488,860,4Q400
4361,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,3,1,5,ה,2395,988,2387,888,2330,902,2330,986,ה,2395,988,2387,888,2330,902,2330,986,4Q400
4380,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,3,7,1,ה,1508,983,1505,907,1444,889,1448,990,ה,1508,983,1505,907,1444,889,1448,990,4Q400
4430,ok/674-Fg002-R-C01-R01-D15012012-T122636-LR924_012_F.jpg,1,4,11,2,ה,1396,1102,1391,1003,1339,1009,1342,1090,ה,1396,1102,1391,1003,1339,1009,1342,1090,4Q400
